dataset,query_id,family,parameter,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5
COL,0005,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2336329,3529972,8677,3003,572
COL,0005,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2338139,3515461,8657,3045,579
COL,0005,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2339625,3512582,8659,3057,581
COL,0005,time_share,0.9,0.025,0.9,0.025,0.025,0.025,2370833,3472778,8615,3277,620
COL,0005,time_share,1.0,0.0,1.0,0.0,0.0,0.0,2428153,3451898,8003,3735,699
COL,0005,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2189012,4261347,9071,2439,461
COL,0005,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2189012,4261347,9071,2439,461
COL,0005,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2189012,4261347,9071,2439,461
COL,0005,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2195625,4346832,9025,2389,455
COL,0005,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2195625,4346832,9025,2389,455
COL,0005,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2509467,3730006,7667,3423,654
COL,0006,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2176556,3450317,5093,2718,503
COL,0006,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2176556,3450317,5093,2718,503
COL,0006,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2176556,3450317,5093,2718,503
COL,0006,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2176556,3450317,5093,2718,503
COL,0006,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2175990,3433961,5111,2726,503
COL,0006,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2175990,3433961,5111,2726,503
COL,0006,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2175990,3433961,5111,2726,503
COL,0006,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2175990,3433961,5111,2726,503
COL,0006,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2176095,3432472,5109,2730,503
COL,0006,time_share,0.9,0.025,0.9,0.025,0.025,0.025,2176522,3429748,5105,2738,504
COL,0006,time_share,1.0,0.0,1.0,0.0,0.0,0.0,2176522,3429748,5105,2738,504
COL,0006,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2176095,3432472,5109,2730,503
COL,0006,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2175990,3433961,5111,2726,503
COL,0006,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2175990,3433961,5111,2726,503
COL,0006,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2176556,3450317,5093,2718,503
COL,0006,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2176556,3450317,5093,2718,503
COL,0006,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2176556,3450317,5093,2718,503
COL,0007,time_share,0.0,0.25,0.0,0.25,0.25,0.25,4259560,8175059,2162,2156,360
COL,0007,time_share,0.1,0.225,0.1,0.225,0.225,0.225,4259560,8175059,2162,2156,360
COL,0007,time_share,0.2,0.2,0.2,0.2,0.2,0.2,4259560,8175059,2162,2156,360
COL,0007,time_share,0.3,0.175,0.3,0.175,0.175,0.175,4259560,8175059,2162,2156,360
COL,0007,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4150707,6834451,2230,2794,476
COL,0007,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4165567,6251999,2446,2998,514
COL,0007,time_share,0.6,0.1,0.6,0.1,0.1,0.1,4165567,6251999,2446,2998,514
COL,0007,time_share,0.7,0.075,0.7,0.075,0.075,0.075,4165567,6251999,2446,2998,514
COL,0007,time_share,0.8,0.05,0.8,0.05,0.05,0.05,4165567,6251999,2446,2998,514
COL,0007,time_share,0.9,0.025,0.9,0.025,0.025,0.025,4163828,6173207,2530,3318,565
COL,0007,time_share,1.0,0.0,1.0,0.0,0.0,0.0,4634630,6088345,3434,4168,706
COL,0007,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3928388,7349858,2436,2588,447
COL,0007,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3928388,7349858,2436,2588,447
COL,0007,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3928388,7349858,2436,2588,447
COL,0007,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,4259560,8175059,2162,2156,360
COL,0007,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,4259560,8175059,2162,2156,360
COL,0007,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4259560,8175059,2162,2156,360
COL,0007,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4259560,8175059,2162,2156,360
COL,0007,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4259560,8175059,2162,2156,360
COL,0007,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4376842,9318765,2020,2250,388
COL,0007,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,4376842,9318765,2020,2250,388
COL,0007,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,4376842,9318765,2020,2250,388
COL,0008,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2938094,5176125,8404,3134,612
COL,0008,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2938094,5176125,8404,3134,612
COL,0008,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2889739,4459691,8532,3534,664
COL,0008,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2891883,4446667,8482,3562,666
COL,0008,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3022684,3961061,8412,3918,746
COL,0008,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3031702,3933152,8360,3968,756
COL,0008,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3034444,3921057,8308,4016,762
COL,0008,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3034444,3921057,8308,4016,762
COL,0008,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3053679,3905443,8266,4088,781
COL,0008,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3110600,3885282,7648,4532,858
COL,0008,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3110713,3885269,7652,4534,858
COL,0008,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2890911,4449338,8552,3540,665
COL,0008,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2890213,4451610,8532,3540,665
COL,0008,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2891883,4446667,8482,3562,666
COL,0008,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2891883,4446667,8482,3562,666
COL,0008,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2891883,4446667,8482,3562,666
COL,0008,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2938094,5176125,8404,3134,612
COL,0008,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2938094,5176125,8404,3134,612
COL,0008,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2938094,5176125,8404,3134,612
COL,0008,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2938094,5176125,8404,3134,612
COL,0008,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2938094,5176125,8404,3134,612
COL,0008,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2938094,5176125,8404,3134,612
COL,0009,time_share,0.0,0.25,0.0,0.25,0.25,0.25,138489,346226,177,228,41
COL,0009,time_share,0.1,0.225,0.1,0.225,0.225,0.225,138489,346226,177,228,41
COL,0009,time_share,0.2,0.2,0.2,0.2,0.2,0.2,138489,346226,177,228,41
COL,0009,time_share,0.3,0.175,0.3,0.175,0.175,0.175,138489,346226,177,228,41
COL,0009,time_share,0.4,0.15,0.4,0.15,0.15,0.15,138489,346226,177,228,41
COL,0009,time_share,0.5,0.125,0.5,0.125,0.125,0.125,176978,339981,259,236,42
COL,0009,time_share,0.6,0.1,0.6,0.1,0.1,0.1,176978,339981,259,236,42
COL,0009,time_share,0.7,0.075,0.7,0.075,0.075,0.075,176978,339981,259,236,42
COL,0009,time_share,0.8,0.05,0.8,0.05,0.05,0.05,176978,339981,259,236,42
COL,0009,time_share,0.9,0.025,0.9,0.025,0.025,0.025,176978,339981,259,236,42
COL,0009,time_share,1.0,0.0,1.0,0.0,0.0,0.0,176978,339981,259,236,42
COL,0009,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,138489,346226,177,228,41
COL,0009,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,138489,346226,177,228,41
COL,0009,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,138489,346226,177,228,41
COL,0009,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,138489,346226,177,228,41
COL,0009,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,138489,346226,177,228,41
COL,0009,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,138489,346226,177,228,41
COL,0009,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,138489,346226,177,228,41
COL,0009,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,138489,346226,177,228,41
COL,0009,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,138489,346226,177,228,41
COL,0009,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,138489,346226,177,228,41
COL,0009,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,138489,346226,177,228,41
COL,0010,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3337758,7564716,2929,1933,348
COL,0010,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3337758,7564716,2929,1933,348
COL,0010,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3034091,5208355,3319,2597,493
COL,0010,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3490296,4920424,2757,2597,482
COL,0010,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3490180,4261697,2803,3051,548
COL,0010,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3490180,4261697,2803,3051,548
COL,0010,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3490180,4261697,2803,3051,548
COL,0010,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3152108,3813328,3023,4611,855
COL,0010,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3152108,3813328,3023,4611,855
COL,0010,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3152108,3813328,3023,4611,855
COL,0010,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3152180,3812212,3033,4615,855
COL,0010,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3034091,5208355,3319,2597,493
COL,0010,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3034091,5208355,3319,2597,493
COL,0010,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3034091,5208355,3319,2597,493
COL,0010,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3490296,4920424,2757,2597,482
COL,0010,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3490296,4920424,2757,2597,482
COL,0010,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3490296,4920424,2757,2597,482
COL,0010,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3490296,4920424,2757,2597,482
COL,0010,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,3491749,6122860,2413,3185,543
COL,0010,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,3491749,6122860,2413,3185,543
COL,0010,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,3491749,6122860,2413,3185,543
COL,0010,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,3491749,6122860,2413,3185,543
COL,0011,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1779988,3026419,6206,2900,540
COL,0011,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1779988,3026419,6206,2900,540
COL,0011,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1779988,3026419,6206,2900,540
COL,0011,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1779988,3026419,6206,2900,540
COL,0011,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1779479,2996170,6152,2940,550
COL,0011,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1808810,2926255,6188,2998,569
COL,0011,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1812076,2901234,6328,3028,575
COL,0011,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1815918,2890262,6370,3066,582
COL,0011,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1829022,2881874,6386,3092,589
COL,0011,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1875127,2852871,6764,3280,619
COL,0011,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1875127,2852871,6764,3280,619
COL,0011,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1779988,3026419,6206,2900,540
COL,0011,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1779988,3026419,6206,2900,540
COL,0011,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1779988,3026419,6206,2900,540
COL,0012,time_share,0.0,0.25,0.0,0.25,0.25,0.25,5998139,9202417,14502,7100,1332
COL,0012,time_share,0.1,0.225,0.1,0.225,0.225,0.225,5998139,9202417,14502,7100,1332
COL,0012,time_share,0.2,0.2,0.2,0.2,0.2,0.2,5998139,9202417,14502,7100,1332
COL,0012,time_share,0.3,0.175,0.3,0.175,0.175,0.175,5998139,9202417,14502,7100,1332
COL,0012,time_share,0.4,0.15,0.4,0.15,0.15,0.15,5852636,7477918,13632,8286,1561
COL,0012,time_share,0.5,0.125,0.5,0.125,0.125,0.125,5852636,7477918,13632,8286,1561
COL,0012,time_share,0.6,0.1,0.6,0.1,0.1,0.1,5852636,7477918,13632,8286,1561
COL,0012,time_share,0.7,0.075,0.7,0.075,0.075,0.075,5852636,7477918,13632,8286,1561
COL,0012,time_share,0.8,0.05,0.8,0.05,0.05,0.05,5862861,7433726,13652,8456,1580
COL,0012,time_share,0.9,0.025,0.9,0.025,0.025,0.025,5862861,7433726,13652,8456,1580
COL,0012,time_share,1.0,0.0,1.0,0.0,0.0,0.0,5878467,7430545,13706,8488,1583
COL,0012,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,5432418,9169714,17126,7428,1374
COL,0012,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,5432418,9169714,17126,7428,1374
COL,0012,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,5998139,9202417,14502,7100,1332
COL,0012,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,7661378,15097675,12754,6804,1287
COL,0012,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,7661378,15097675,12754,6804,1287
COL,0012,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,7661378,15097675,12754,6804,1287
COL,0013,time_share,0.0,0.25,0.0,0.25,0.25,0.25,4164548,5546683,14215,4378,877
COL,0013,time_share,0.1,0.225,0.1,0.225,0.225,0.225,4164548,5546683,14215,4378,877
COL,0013,time_share,0.2,0.2,0.2,0.2,0.2,0.2,4164548,5546683,14215,4378,877
COL,0013,time_share,0.3,0.175,0.3,0.175,0.175,0.175,4164548,5546683,14215,4378,877
COL,0013,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4164548,5546683,14215,4378,877
COL,0013,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4092588,5395244,14005,4590,920
COL,0013,time_share,0.6,0.1,0.6,0.1,0.1,0.1,4092588,5395244,14005,4590,920
COL,0013,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3921192,4999709,17175,4554,901
COL,0013,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3921192,4999709,17175,4554,901
COL,0013,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3922039,4998232,17165,4588,899
COL,0013,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3922039,4998232,17165,4588,899
COL,0013,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3920159,5013358,17181,4528,896
COL,0013,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,4164548,5546683,14215,4378,877
COL,0013,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,4164548,5546683,14215,4378,877
COL,0013,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,4164548,5546683,14215,4378,877
COL,0013,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,4164548,5546683,14215,4378,877
COL,0013,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4327963,6546933,11979,5154,1002
COL,0013,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4327963,6546933,11979,5154,1002
COL,0013,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4327963,6546933,11979,5154,1002
COL,0013,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4354300,6823645,10845,5948,1143
COL,0013,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,4354300,6823645,10845,5948,1143
COL,0013,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,4354300,6823645,10845,5948,1143
COL,0014,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3279362,5900901,11200,3120,614
COL,0014,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3279362,5900901,11200,3120,614
COL,0014,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3378475,5587522,10838,3080,618
COL,0014,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3378475,5587522,10838,3080,618
COL,0014,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3378475,5587522,10838,3080,618
COL,0014,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3335032,5359267,10760,3322,653
COL,0014,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3335032,5359267,10760,3322,653
COL,0014,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3335032,5359267,10760,3322,653
COL,0014,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3330348,5350950,10822,3348,655
COL,0014,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3333591,5333755,11264,3378,660
COL,0014,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3334380,5332323,11264,3388,662
COL,0014,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3279362,5900901,11200,3120,614
COL,0014,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3279362,5900901,11200,3120,614
COL,0014,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,3378475,5587522,10838,3080,618
COL,0014,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,3378475,5587522,10838,3080,618
COL,0014,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,3782139,8045251,8974,3684,712
COL,0015,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3921232,7199069,2961,2647,473
COL,0015,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3921232,7199069,2961,2647,473
COL,0015,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3921232,7199069,2961,2647,473
COL,0015,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3921232,7199069,2961,2647,473
COL,0015,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4110088,6669485,2443,2947,529
COL,0015,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4110088,6669485,2443,2947,529
COL,0015,time_share,0.6,0.1,0.6,0.1,0.1,0.1,4110088,6669485,2443,2947,529
COL,0015,time_share,0.7,0.075,0.7,0.075,0.075,0.075,4389819,4800284,4005,5189,968
COL,0015,time_share,0.8,0.05,0.8,0.05,0.05,0.05,4389819,4800284,4005,5189,968
COL,0015,time_share,0.9,0.025,0.9,0.025,0.025,0.025,4389819,4800284,4005,5189,968
COL,0015,time_share,1.0,0.0,1.0,0.0,0.0,0.0,4465284,4778346,4247,5255,1022
COL,0015,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3871752,6721993,3501,3039,540
COL,0015,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3921232,7199069,2961,2647,473
COL,0015,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3921232,7199069,2961,2647,473
